source,target,weight
Roosevelt Island,Upper East Side South,1
Roosevelt Island,Upper West Side North,2
Roosevelt Island,Van Cortlandt Village,1
Roosevelt Island,Washington Heights South,1
Roosevelt Island,Whitestone,1
Roosevelt Island,Williamsburg (North Side),3
Roosevelt Island,Williamsburg (South Side),2
Rosedale,Auburndale,1
Rosedale,Baisley Park,2
Rosedale,Bay Ridge,1
Rosedale,Bayside,1
Rosedale,Bedford Park,1
Rosedale,Bellerose,2
Rosedale,Briarwood/Jamaica Hills,2
Rosedale,Brownsville,3
Rosedale,Cambria Heights,5
Rosedale,Canarsie,1
Rosedale,Central Harlem,1
Rosedale,Co-Op City,1
Rosedale,College Point,1
Rosedale,Crown Heights North,2
Rosedale,East New York,2
Rosedale,Elmhurst/Maspeth,1
Rosedale,Far Rockaway,5
Rosedale,Flushing,1
Rosedale,Fresh Meadows,1
Rosedale,Glendale,2
Rosedale,Hammels/Arverne,1
Rosedale,Hillcrest/Pomonok,1
Rosedale,Hollis,2
Rosedale,JFK Airport,22
Rosedale,Jamaica,6
Rosedale,Jamaica Estates,1
Rosedale,Kew Gardens,1
Rosedale,LaGuardia Airport,3
Rosedale,Laurelton,15
Rosedale,Marine Park/Mill Basin,1
Rosedale,Midtown South,1
Rosedale,Murray Hill,1
Rosedale,Oakland Gardens,1
Rosedale,Ocean Hill,1
Rosedale,Old Astoria,1
Rosedale,Outside of NYC,68
Rosedale,Park Slope,1
Rosedale,Prospect-Lefferts Gardens,2
Rosedale,Queens Village,4
Rosedale,Richmond Hill,2
Rosedale,Ridgewood,1
Rosedale,Rosedale,50
Rosedale,Saint Albans,14
Rosedale,Sheepshead Bay,1
Rosedale,South Jamaica,1
Rosedale,South Ozone Park,4
Rosedale,Springfield Gardens North,5
Rosedale,Springfield Gardens South,19
Rosedale,Steinway,1
Rosedale,Stuyvesant Heights,2
Rosedale,TriBeCa/Civic Center,1
Rosedale,Upper West Side South,1
Rosedale,West Chelsea/Hudson Yards,1
Rosedale,Williamsbridge/Olinville,2
Rosedale,Woodhaven,1
Rossville/Woodrow,Bay Ridge,1
Rossville/Woodrow,Bloomfield/Emerson Hill,2
Rossville/Woodrow,Charleston/Tottenville,4
Rossville/Woodrow,Eltingville/Annadale/Prince's Bay,2
Rossville/Woodrow,Freshkills Park,1
Rossville/Woodrow,Great Kills,3
Rossville/Woodrow,Heartland Village/Todt Hill,2
Rossville/Woodrow,Middle Village,1
Rossville/Woodrow,Newark Airport,1
Rossville/Woodrow,Rossville/Woodrow,2
Rossville/Woodrow,Westerleigh,1
Saint Albans,Auburndale,3
Saint Albans,Baisley Park,24
Saint Albans,Bath Beach,1
Saint Albans,Bayside,4
Saint Albans,Bedford,2
Saint Albans,Bedford Park,1
Saint Albans,Bellerose,4
Saint Albans,Boerum Hill,1
Saint Albans,Briarwood/Jamaica Hills,5
Saint Albans,Brooklyn Heights,1
Saint Albans,Brownsville,4
Saint Albans,Bushwick North,1
Saint Albans,Cambria Heights,19
Saint Albans,Canarsie,5
Saint Albans,Central Harlem,1
Saint Albans,Clinton Hill,1
Saint Albans,Clinton West,1
Saint Albans,Crown Heights South,1
Saint Albans,Cypress Hills,2
Saint Albans,Douglaston,1
Saint Albans,East Elmhurst,1
Saint Albans,East Flatbush/Farragut,1
Saint Albans,East Flatbush/Remsen Village,2
Saint Albans,East Harlem South,1
Saint Albans,East New York,6
Saint Albans,East New York/Pennsylvania Avenue,3
Saint Albans,East Tremont,1
Saint Albans,Elmhurst,4
Saint Albans,Far Rockaway,2
Saint Albans,Flushing,1
Saint Albans,Forest Hills,5
Saint Albans,Glen Oaks,4
Saint Albans,Glendale,3
Saint Albans,Hammels/Arverne,4
Saint Albans,Hillcrest/Pomonok,7
Saint Albans,Hollis,12
Saint Albans,Howard Beach,1
Saint Albans,JFK Airport,42
Saint Albans,Jackson Heights,1
Saint Albans,Jamaica,91
Saint Albans,Jamaica Estates,16
Saint Albans,Kew Gardens,2
Saint Albans,Kew Gardens Hills,1
Saint Albans,LaGuardia Airport,5
Saint Albans,Laurelton,24
Saint Albans,Lincoln Square East,1
Saint Albans,Lincoln Square West,1
Saint Albans,Long Island City/Hunters Point,2
Saint Albans,Long Island City/Queens Plaza,2
Saint Albans,Lower East Side,1
Saint Albans,Manhattan Beach,1
Saint Albans,Middle Village,1
Saint Albans,Mount Hope,2
Saint Albans,Murray Hill,1
Saint Albans,Murray Hill-Queens,1
Saint Albans,Oakland Gardens,5
Saint Albans,Ocean Hill,2
Saint Albans,Old Astoria,1
Saint Albans,Outside of NYC,53
Saint Albans,Ozone Park,3
Saint Albans,Queens Village,25
Saint Albans,Queensboro Hill,2
Saint Albans,Rego Park,1
Saint Albans,Richmond Hill,6
Saint Albans,Ridgewood,2
Saint Albans,Rosedale,8
Saint Albans,Saint Albans,72
Saint Albans,South Jamaica,20
Saint Albans,South Ozone Park,11
Saint Albans,Springfield Gardens North,22
Saint Albans,Springfield Gardens South,19
Saint Albans,Starrett City,2
Saint Albans,Times Sq/Theatre District,2
Saint Albans,TriBeCa/Civic Center,1
Saint Albans,Two Bridges/Seward Park,2
Saint Albans,University Heights/Morris Heights,1
Saint Albans,Upper East Side North,1
Saint Albans,Upper West Side North,1
Saint Albans,Willets Point,1
Saint Albans,Williamsburg (North Side),1
Saint Albans,Woodlawn/Wakefield,1
Saint George/New Brighton,Arden Heights,2
Saint George/New Brighton,Arrochar/Fort Wadsworth,5
Saint George/New Brighton,Bay Ridge,3
Saint George/New Brighton,Bloomfield/Emerson Hill,24
Saint George/New Brighton,Boerum Hill,1
Saint George/New Brighton,Brooklyn Navy Yard,2
Saint George/New Brighton,Charleston/Tottenville,1
Saint George/New Brighton,Clinton Hill,1
Saint George/New Brighton,Columbia Street,1
Saint George/New Brighton,Coney Island,1
Saint George/New Brighton,Dyker Heights,1
Saint George/New Brighton,East Concourse/Concourse Village,1
Saint George/New Brighton,Gravesend,1
Saint George/New Brighton,Grymes Hill/Clifton,10
Saint George/New Brighton,Heartland Village/Todt Hill,6
Saint George/New Brighton,Hillcrest/Pomonok,1
Saint George/New Brighton,JFK Airport,4
Saint George/New Brighton,LaGuardia Airport,2
Saint George/New Brighton,Marine Park/Floyd Bennett Field,1
Saint George/New Brighton,Mariners Harbor,15
Saint George/New Brighton,Midwood,1
Saint George/New Brighton,New Dorp/Midland Beach,3
Saint George/New Brighton,Newark Airport,1
Saint George/New Brighton,Oakwood,2
Saint George/New Brighton,Outside of NYC,2
Saint George/New Brighton,Port Richmond,10
Saint George/New Brighton,Red Hook,1
Saint George/New Brighton,Rossville/Woodrow,1
Saint George/New Brighton,Saint George/New Brighton,65
Saint George/New Brighton,Sheepshead Bay,1
Saint George/New Brighton,South Beach/Dongan Hills,5
Saint George/New Brighton,Stapleton,25
Saint George/New Brighton,Sunnyside,1
Saint George/New Brighton,Sunset Park East,1
Saint George/New Brighton,Sunset Park West,2
Saint George/New Brighton,Two Bridges/Seward Park,2
Saint George/New Brighton,West Brighton,19
Saint George/New Brighton,West Village,1
Saint George/New Brighton,Westerleigh,13
Saint George/New Brighton,Windsor Terrace,1
Saint Michaels Cemetery/Woodside,Brooklyn Heights,1
Saint Michaels Cemetery/Woodside,Cypress Hills,1
Saint Michaels Cemetery/Woodside,East Elmhurst,1
Saint Michaels Cemetery/Woodside,Elmhurst,1
Saint Michaels Cemetery/Woodside,Elmhurst/Maspeth,1
Saint Michaels Cemetery/Woodside,Jackson Heights,1
Saint Michaels Cemetery/Woodside,Old Astoria,1
Saint Michaels Cemetery/Woodside,Steinway,1
Saint Michaels Cemetery/Woodside,Woodside,1
Schuylerville/Edgewater Park,Allerton/Pelham Gardens,6
Schuylerville/Edgewater Park,Battery Park City,3
Schuylerville/Edgewater Park,Bay Terrace/Fort Totten,1
Schuylerville/Edgewater Park,Bayside,2
Schuylerville/Edgewater Park,Bedford Park,9
Schuylerville/Edgewater Park,Belmont,8
Schuylerville/Edgewater Park,Bensonhurst East,1
Schuylerville/Edgewater Park,Bronx Park,2
Schuylerville/Edgewater Park,Bronxdale,5
Schuylerville/Edgewater Park,Central Harlem,2
Schuylerville/Edgewater Park,Central Harlem North,3
Schuylerville/Edgewater Park,City Island,2
Schuylerville/Edgewater Park,Claremont/Bathgate,2
Schuylerville/Edgewater Park,Clinton East,1
Schuylerville/Edgewater Park,Clinton West,1
Schuylerville/Edgewater Park,Co-Op City,23
Schuylerville/Edgewater Park,Country Club,6
Schuylerville/Edgewater Park,Crotona Park East,4
Schuylerville/Edgewater Park,East Concourse/Concourse Village,9
Schuylerville/Edgewater Park,East Harlem North,4
Schuylerville/Edgewater Park,East Harlem South,2
Schuylerville/Edgewater Park,East Tremont,6
Schuylerville/Edgewater Park,East Village,1
Schuylerville/Edgewater Park,Eastchester,5
Schuylerville/Edgewater Park,Flushing,1
Schuylerville/Edgewater Park,Fordham South,1
Schuylerville/Edgewater Park,Forest Hills,1
Schuylerville/Edgewater Park,Greenwich Village North,1
Schuylerville/Edgewater Park,Highbridge,2
Schuylerville/Edgewater Park,Hollis,1
Schuylerville/Edgewater Park,Hunts Point,12
Schuylerville/Edgewater Park,Inwood,2
Schuylerville/Edgewater Park,Inwood Hill Park,1
Schuylerville/Edgewater Park,JFK Airport,3
Schuylerville/Edgewater Park,Jackson Heights,1
Schuylerville/Edgewater Park,Kingsbridge Heights,2
Schuylerville/Edgewater Park,LaGuardia Airport,5
Schuylerville/Edgewater Park,Lenox Hill East,1
Schuylerville/Edgewater Park,Lincoln Square East,1
Schuylerville/Edgewater Park,Lincoln Square West,1
Schuylerville/Edgewater Park,Long Island City/Hunters Point,1
Schuylerville/Edgewater Park,Longwood,2
Schuylerville/Edgewater Park,Lower East Side,2
Schuylerville/Edgewater Park,Manhattan Valley,1
Schuylerville/Edgewater Park,Marble Hill,3
Schuylerville/Edgewater Park,Maspeth,1
Schuylerville/Edgewater Park,Melrose South,6
Schuylerville/Edgewater Park,Midtown East,1
Schuylerville/Edgewater Park,Morrisania/Melrose,3
Schuylerville/Edgewater Park,Mott Haven/Port Morris,16
Schuylerville/Edgewater Park,Mount Hope,9
Schuylerville/Edgewater Park,Murray Hill-Queens,1
Schuylerville/Edgewater Park,North Corona,1
Schuylerville/Edgewater Park,Norwood,4
Schuylerville/Edgewater Park,Old Astoria,1
Schuylerville/Edgewater Park,Outside of NYC,11
Schuylerville/Edgewater Park,Park Slope,2
Schuylerville/Edgewater Park,Parkchester,12
Schuylerville/Edgewater Park,Pelham Bay,22
Schuylerville/Edgewater Park,Pelham Bay Park,1
Schuylerville/Edgewater Park,Pelham Parkway,19
Schuylerville/Edgewater Park,Penn Station/Madison Sq West,1
Schuylerville/Edgewater Park,Randalls Island,1
Schuylerville/Edgewater Park,Rego Park,1
Schuylerville/Edgewater Park,Richmond Hill,1
Schuylerville/Edgewater Park,Riverdale/North Riverdale/Fieldston,1
Schuylerville/Edgewater Park,Schuylerville/Edgewater Park,59
Schuylerville/Edgewater Park,Soundview/Bruckner,14
Schuylerville/Edgewater Park,Soundview/Castle Hill,28
Schuylerville/Edgewater Park,Spuyten Duyvil/Kingsbridge,2
Schuylerville/Edgewater Park,Sunnyside,1
Schuylerville/Edgewater Park,Sutton Place/Turtle Bay North,2
Schuylerville/Edgewater Park,Times Sq/Theatre District,1
Schuylerville/Edgewater Park,University Heights/Morris Heights,9
Schuylerville/Edgewater Park,Upper East Side North,2
Schuylerville/Edgewater Park,Van Cortlandt Park,1
Schuylerville/Edgewater Park,Van Cortlandt Village,6
Schuylerville/Edgewater Park,Van Nest/Morris Park,33
Schuylerville/Edgewater Park,Washington Heights North,2
Schuylerville/Edgewater Park,Washington Heights South,5
Schuylerville/Edgewater Park,West Chelsea/Hudson Yards,1
Schuylerville/Edgewater Park,West Concourse,6
Schuylerville/Edgewater Park,West Farms/Bronx River,8
Schuylerville/Edgewater Park,Westchester Village/Unionport,23
Schuylerville/Edgewater Park,Williamsbridge/Olinville,3
Schuylerville/Edgewater Park,Williamsburg (North Side),1
Schuylerville/Edgewater Park,Williamsburg (South Side),1
Schuylerville/Edgewater Park,Woodlawn/Wakefield,3
Schuylerville/Edgewater Park,Woodside,2
Seaport,Allerton/Pelham Gardens,1
Seaport,Alphabet City,8
Seaport,Astoria,2
Seaport,Battery Park City,8
Seaport,Bay Ridge,1
Seaport,Bedford,4
Seaport,Bensonhurst West,2
Seaport,Boerum Hill,5
Seaport,Borough Park,2
Seaport,Bronxdale,1
Seaport,Brooklyn Heights,3
Seaport,Brooklyn Navy Yard,1
Seaport,Brownsville,2
Seaport,Bushwick North,2
Seaport,Bushwick South,2
Seaport,Carroll Gardens,1
Seaport,Central Harlem North,1
Seaport,Chinatown,11
Seaport,Clinton East,9
Seaport,Clinton Hill,4
Seaport,Clinton West,5
Seaport,Cobble Hill,1
Seaport,Crotona Park East,1
Seaport,Crown Heights North,5
Seaport,Crown Heights South,1
Seaport,DUMBO/Vinegar Hill,2
Seaport,Downtown Brooklyn/MetroTech,2
Seaport,East Chelsea,5
Seaport,East Concourse/Concourse Village,1
Seaport,East Harlem South,2
Seaport,East Village,24
Seaport,East Williamsburg,4
Seaport,Financial District North,7
Seaport,Financial District South,4
Seaport,Flatbush/Ditmas Park,2
Seaport,Flatiron,3
Seaport,Fort Greene,4
Seaport,Garment District,4
Seaport,Gowanus,1
Seaport,Gramercy,5
Seaport,Greenpoint,4
Seaport,Greenwich Village North,7
Seaport,Greenwich Village South,6
Seaport,Highbridge Park,1
Seaport,Homecrest,1
Seaport,Hudson Sq,4
Seaport,JFK Airport,17
Seaport,Kips Bay,10
Seaport,LaGuardia Airport,16
Seaport,Lenox Hill East,2
Seaport,Lenox Hill West,11
Seaport,Lincoln Square East,4
Seaport,Lincoln Square West,3
Seaport,Little Italy/NoLiTa,18
Seaport,Long Island City/Hunters Point,2
Seaport,Long Island City/Queens Plaza,1
Seaport,Lower East Side,19
Seaport,Manhattanville,1
Seaport,Marine Park/Mill Basin,2
Seaport,Maspeth,1
Seaport,Meatpacking/West Village West,7
Seaport,Midtown Center,6
Seaport,Midtown East,9
Seaport,Midtown North,3
Seaport,Midtown South,9
Seaport,Morningside Heights,1
Seaport,Murray Hill,4
Seaport,Murray Hill-Queens,1
Seaport,Newark Airport,3
Seaport,Norwood,1
Seaport,Ocean Parkway South,1
Seaport,Outside of NYC,9
Seaport,Park Slope,2
Seaport,Pelham Parkway,1
Seaport,Penn Station/Madison Sq West,7
Seaport,Prospect Heights,1
Seaport,Prospect-Lefferts Gardens,2
Seaport,Red Hook,3
Seaport,Rego Park,1
Seaport,Ridgewood,2
Seaport,Rossville/Woodrow,1
Seaport,Seaport,4
Seaport,SoHo,10
Seaport,South Williamsburg,1
Seaport,Stuy Town/Peter Cooper Village,4
Seaport,Stuyvesant Heights,1
Seaport,Sunnyside,1
Seaport,Sunset Park West,1
Seaport,Sutton Place/Turtle Bay North,3
Seaport,Times Sq/Theatre District,3
Seaport,TriBeCa/Civic Center,13
Seaport,Two Bridges/Seward Park,5
Seaport,UN/Turtle Bay South,2
Seaport,Union Sq,13
Seaport,Upper East Side North,2
Seaport,Upper East Side South,3
Seaport,Upper West Side North,1
Seaport,Van Nest/Morris Park,1
Seaport,Washington Heights North,1
Seaport,Washington Heights South,1
Seaport,West Chelsea/Hudson Yards,12
Seaport,West Village,9
Seaport,Williamsburg (North Side),3
Seaport,Williamsburg (South Side),3
Seaport,Woodlawn/Wakefield,1
Seaport,Woodside,1
Seaport,World Trade Center,5
Seaport,Yorkville East,3
Seaport,Yorkville West,3
Sheepshead Bay,Arrochar/Fort Wadsworth,1
Sheepshead Bay,Astoria,1
Sheepshead Bay,Bath Beach,1
Sheepshead Bay,Battery Park City,1
Sheepshead Bay,Bay Ridge,10
Sheepshead Bay,Bedford,1
Sheepshead Bay,Bensonhurst East,27
Sheepshead Bay,Bensonhurst West,13
Sheepshead Bay,Boerum Hill,1
Sheepshead Bay,Borough Park,6
Sheepshead Bay,Breezy Point/Fort Tilden/Riis Beach,1
Sheepshead Bay,Brighton Beach,39
Sheepshead Bay,Brownsville,3
Sheepshead Bay,Bushwick South,2
Sheepshead Bay,Canarsie,12
Sheepshead Bay,Clinton East,1
Sheepshead Bay,Clinton Hill,1
Sheepshead Bay,Cobble Hill,1
Sheepshead Bay,Coney Island,27
Sheepshead Bay,Crown Heights North,6
Sheepshead Bay,Crown Heights South,4
Sheepshead Bay,Cypress Hills,1
Sheepshead Bay,East Flatbush/Farragut,7
Sheepshead Bay,East Flatbush/Remsen Village,3
Sheepshead Bay,East Flushing,1
Sheepshead Bay,East Harlem South,1
Sheepshead Bay,East New York,4
Sheepshead Bay,East Village,1
Sheepshead Bay,Elmhurst/Maspeth,1
Sheepshead Bay,Erasmus,5
Sheepshead Bay,Far Rockaway,1
Sheepshead Bay,Flatbush/Ditmas Park,18
Sheepshead Bay,Flatlands,6
Sheepshead Bay,Forest Hills,1
Sheepshead Bay,Garment District,1
Sheepshead Bay,Gravesend,20
Sheepshead Bay,Hammels/Arverne,1
Sheepshead Bay,Homecrest,37
Sheepshead Bay,JFK Airport,11
Sheepshead Bay,Jamaica Estates,1
Sheepshead Bay,Kensington,3
Sheepshead Bay,LaGuardia Airport,3
Sheepshead Bay,Madison,39
Sheepshead Bay,Manhattan Beach,34
Sheepshead Bay,Marine Park/Floyd Bennett Field,1
Sheepshead Bay,Marine Park/Mill Basin,22
Sheepshead Bay,Middle Village,1
Sheepshead Bay,Midtown North,1
Sheepshead Bay,Midtown South,1
Sheepshead Bay,Midwood,29
Sheepshead Bay,Morningside Heights,1
Sheepshead Bay,Mott Haven/Port Morris,1
Sheepshead Bay,Murray Hill,3
Sheepshead Bay,Ocean Parkway South,2
Sheepshead Bay,Outside of NYC,6
Sheepshead Bay,Ozone Park,1
Sheepshead Bay,Park Slope,5
Sheepshead Bay,Prospect-Lefferts Gardens,3
Sheepshead Bay,Rego Park,1
Sheepshead Bay,Sheepshead Bay,112
Sheepshead Bay,South Williamsburg,2
Sheepshead Bay,Starrett City,1
Sheepshead Bay,Steinway,1
Sheepshead Bay,Sunset Park East,2
Sheepshead Bay,Sunset Park West,4
Sheepshead Bay,TriBeCa/Civic Center,1
Sheepshead Bay,Upper East Side North,1
Sheepshead Bay,Williamsburg (South Side),1
SoHo,Alphabet City,6
SoHo,Astoria,4
SoHo,Battery Park City,20
SoHo,Bay Ridge,3
SoHo,Bedford,7
SoHo,Bensonhurst West,1
SoHo,Boerum Hill,5
SoHo,Borough Park,1
SoHo,Brighton Beach,1
SoHo,Brooklyn Heights,5
SoHo,Brooklyn Navy Yard,1
SoHo,Bushwick North,4
SoHo,Bushwick South,7
SoHo,Carroll Gardens,4
SoHo,Central Harlem,3
SoHo,Central Harlem North,7
SoHo,Central Park,3
SoHo,Chinatown,6
SoHo,Clinton East,14
SoHo,Clinton Hill,12
SoHo,Clinton West,9
SoHo,Cobble Hill,2
SoHo,Crotona Park,1
SoHo,Crown Heights North,8
SoHo,Crown Heights South,1
SoHo,DUMBO/Vinegar Hill,10
SoHo,Downtown Brooklyn/MetroTech,7
SoHo,Dyker Heights,1
SoHo,East Chelsea,32
SoHo,East Flatbush/Remsen Village,1
SoHo,East Flushing,1
SoHo,East Harlem North,3
SoHo,East Harlem South,1
SoHo,East Village,48
SoHo,East Williamsburg,16
SoHo,Far Rockaway,1
SoHo,Financial District North,14
SoHo,Financial District South,8
SoHo,Flatbush/Ditmas Park,2
SoHo,Flatiron,17
SoHo,Forest Hills,1
SoHo,Forest Park/Highland Park,1
SoHo,Fort Greene,9
SoHo,Garment District,14
SoHo,Gowanus,1
SoHo,Gramercy,26
SoHo,Greenpoint,14
SoHo,Greenwich Village North,40
SoHo,Greenwich Village South,22
SoHo,Hamilton Heights,1
SoHo,Hudson Sq,15
SoHo,Inwood,1
SoHo,JFK Airport,18
SoHo,Jackson Heights,2
SoHo,Kensington,1
SoHo,Kips Bay,18
SoHo,LaGuardia Airport,24
SoHo,Lenox Hill East,7
SoHo,Lenox Hill West,8
SoHo,Lincoln Square East,5
SoHo,Lincoln Square West,5
SoHo,Little Italy/NoLiTa,25
SoHo,Long Island City/Hunters Point,2
SoHo,Long Island City/Queens Plaza,3
SoHo,Lower East Side,57
SoHo,Manhattan Beach,1
SoHo,Manhattan Valley,2
SoHo,Manhattanville,2
SoHo,Marine Park/Mill Basin,1
SoHo,Meatpacking/West Village West,33
SoHo,Melrose South,1
SoHo,Midtown Center,38
SoHo,Midtown East,12
SoHo,Midtown North,13
SoHo,Midtown South,27
SoHo,Midwood,1
SoHo,Morningside Heights,6
SoHo,Morrisania/Melrose,1
SoHo,Murray Hill,14
SoHo,Newark Airport,15
SoHo,Ocean Hill,1
SoHo,Old Astoria,3
SoHo,Outside of NYC,34
SoHo,Park Slope,10
SoHo,Penn Station/Madison Sq West,17
SoHo,Prospect Heights,3
SoHo,Prospect-Lefferts Gardens,2
SoHo,Rego Park,1
SoHo,Seaport,5
SoHo,SoHo,18
SoHo,Steinway,1
SoHo,Stuy Town/Peter Cooper Village,5
SoHo,Stuyvesant Heights,6
SoHo,Sunnyside,4
SoHo,Sunset Park West,2
SoHo,Sutton Place/Turtle Bay North,11
SoHo,Times Sq/Theatre District,28
SoHo,TriBeCa/Civic Center,51
SoHo,Two Bridges/Seward Park,14
SoHo,UN/Turtle Bay South,7
SoHo,Union Sq,44
SoHo,Upper East Side North,9
SoHo,Upper East Side South,14
SoHo,Upper West Side North,2
SoHo,Upper West Side South,9
SoHo,Van Cortlandt Village,1
SoHo,Washington Heights North,2
SoHo,Washington Heights South,1
SoHo,West Chelsea/Hudson Yards,28
SoHo,West Farms/Bronx River,1
SoHo,West Village,51
SoHo,Williamsburg (North Side),24
SoHo,Williamsburg (South Side),13
SoHo,Windsor Terrace,2
SoHo,Woodside,1
SoHo,World Trade Center,17
SoHo,Yorkville East,2
SoHo,Yorkville West,4
Soundview/Bruckner,Allerton/Pelham Gardens,6
Soundview/Bruckner,Astoria,3
Soundview/Bruckner,Bay Terrace/Fort Totten,1
Soundview/Bruckner,Bedford Park,12
Soundview/Bruckner,Belmont,11
Soundview/Bruckner,Bronx Park,4
Soundview/Bruckner,Bronxdale,5
Soundview/Bruckner,Brownsville,1
Soundview/Bruckner,Canarsie,1
Soundview/Bruckner,Central Harlem North,10
Soundview/Bruckner,Central Park,1
Soundview/Bruckner,City Island,2
Soundview/Bruckner,Claremont/Bathgate,6
Soundview/Bruckner,Co-Op City,12
Soundview/Bruckner,Cobble Hill,1
Soundview/Bruckner,Crotona Park,1
Soundview/Bruckner,Crotona Park East,12
Soundview/Bruckner,East Chelsea,1
Soundview/Bruckner,East Concourse/Concourse Village,15
Soundview/Bruckner,East Elmhurst,1
Soundview/Bruckner,East Harlem North,12
Soundview/Bruckner,East Harlem South,2
Soundview/Bruckner,East New York,2
Soundview/Bruckner,East Tremont,14
Soundview/Bruckner,East Williamsburg,1
Soundview/Bruckner,Eastchester,7
Soundview/Bruckner,Flatbush/Ditmas Park,1
Soundview/Bruckner,Fordham South,2
Soundview/Bruckner,Forest Hills,1
Soundview/Bruckner,Greenwich Village South,1
Soundview/Bruckner,Hamilton Heights,3
Soundview/Bruckner,Hammels/Arverne,1
Soundview/Bruckner,Highbridge,3
Soundview/Bruckner,Hunts Point,17
Soundview/Bruckner,Inwood,2
Soundview/Bruckner,Jamaica,1
Soundview/Bruckner,Kew Gardens,1
Soundview/Bruckner,Kingsbridge Heights,4
Soundview/Bruckner,Kips Bay,1
Soundview/Bruckner,LaGuardia Airport,1
Soundview/Bruckner,Lincoln Square East,1
Soundview/Bruckner,Lincoln Square West,1
Soundview/Bruckner,Little Italy/NoLiTa,1
Soundview/Bruckner,Long Island City/Hunters Point,1
Soundview/Bruckner,Longwood,12
Soundview/Bruckner,Manhattanville,2
Soundview/Bruckner,Maspeth,2
Soundview/Bruckner,Meatpacking/West Village West,1
Soundview/Bruckner,Melrose South,6
Soundview/Bruckner,Midtown Center,1
Soundview/Bruckner,Midtown East,2
Soundview/Bruckner,Midtown North,1
Soundview/Bruckner,Morrisania/Melrose,9
Soundview/Bruckner,Mott Haven/Port Morris,13
Soundview/Bruckner,Mount Hope,12
Soundview/Bruckner,Murray Hill,1
Soundview/Bruckner,Norwood,4
Soundview/Bruckner,Outside of NYC,6
Soundview/Bruckner,Parkchester,11
Soundview/Bruckner,Pelham Bay,1
Soundview/Bruckner,Pelham Bay Park,2
Soundview/Bruckner,Pelham Parkway,6
Soundview/Bruckner,Penn Station/Madison Sq West,2
Soundview/Bruckner,Rego Park,1
Soundview/Bruckner,Riverdale/North Riverdale/Fieldston,1
Soundview/Bruckner,Saint Albans,1
Soundview/Bruckner,Schuylerville/Edgewater Park,10
Soundview/Bruckner,Soundview/Bruckner,15
Soundview/Bruckner,Soundview/Castle Hill,61
Soundview/Bruckner,South Jamaica,1
Soundview/Bruckner,South Ozone Park,1
Soundview/Bruckner,Spuyten Duyvil/Kingsbridge,3
Soundview/Bruckner,Steinway,1
Soundview/Bruckner,Stuy Town/Peter Cooper Village,1
Soundview/Bruckner,Sunnyside,1
Soundview/Bruckner,Sunset Park West,1
Soundview/Bruckner,Union Sq,1
Soundview/Bruckner,University Heights/Morris Heights,8
Soundview/Bruckner,Upper East Side South,2
Soundview/Bruckner,Upper West Side North,2
Soundview/Bruckner,Upper West Side South,1
Soundview/Bruckner,Van Cortlandt Park,1
Soundview/Bruckner,Van Cortlandt Village,6
Soundview/Bruckner,Van Nest/Morris Park,20
Soundview/Bruckner,Washington Heights North,4
Soundview/Bruckner,Washington Heights South,9
Soundview/Bruckner,West Concourse,8
Soundview/Bruckner,West Farms/Bronx River,13
Soundview/Bruckner,Westchester Village/Unionport,23
Soundview/Bruckner,Williamsbridge/Olinville,5
Soundview/Bruckner,Woodlawn/Wakefield,4
Soundview/Bruckner,Woodside,1
Soundview/Castle Hill,Allerton/Pelham Gardens,8
Soundview/Castle Hill,Astoria,1
Soundview/Castle Hill,Bedford,1
Soundview/Castle Hill,Bedford Park,9
Soundview/Castle Hill,Belmont,10
Soundview/Castle Hill,Bronx Park,2
Soundview/Castle Hill,Bronxdale,16
Soundview/Castle Hill,Brownsville,1
Soundview/Castle Hill,Bushwick South,1
Soundview/Castle Hill,Central Harlem,4
Soundview/Castle Hill,Central Harlem North,17
Soundview/Castle Hill,City Island,2
Soundview/Castle Hill,Claremont/Bathgate,9
Soundview/Castle Hill,Clinton East,1
Soundview/Castle Hill,Clinton Hill,1
Soundview/Castle Hill,Clinton West,1
Soundview/Castle Hill,Co-Op City,21
Soundview/Castle Hill,Corona,1
Soundview/Castle Hill,Country Club,1
Soundview/Castle Hill,Crotona Park East,12
Soundview/Castle Hill,Crown Heights North,1
Soundview/Castle Hill,East Chelsea,2
Soundview/Castle Hill,East Concourse/Concourse Village,18
Soundview/Castle Hill,East Flushing,1
Soundview/Castle Hill,East Harlem North,9
Soundview/Castle Hill,East Harlem South,7
Soundview/Castle Hill,East Tremont,14
Soundview/Castle Hill,Eastchester,6
Soundview/Castle Hill,Elmhurst,1
Soundview/Castle Hill,Flushing,3
Soundview/Castle Hill,Fordham South,5
Soundview/Castle Hill,Forest Hills,1
Soundview/Castle Hill,Greenpoint,1
Soundview/Castle Hill,Hamilton Heights,5
Soundview/Castle Hill,Hammels/Arverne,1
Soundview/Castle Hill,Highbridge,5
Soundview/Castle Hill,Hunts Point,54
Soundview/Castle Hill,Inwood,4
Soundview/Castle Hill,JFK Airport,7
Soundview/Castle Hill,Kensington,1
Soundview/Castle Hill,Kew Gardens Hills,1
Soundview/Castle Hill,Kingsbridge Heights,2
Soundview/Castle Hill,Kips Bay,2
Soundview/Castle Hill,LaGuardia Airport,5
Soundview/Castle Hill,Lenox Hill East,2
